,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
4411,17072,2017/3/20,948,9,4,8,21,7,2017,1,大,小,大,小,奇,偶,偶,0,1,2,合,合,合,他,5
4412,17073,2017/3/21,31,0,3,1,4,17,2017,4,小,小,小,小,偶,奇,奇,0,0,1,他,质,他,合,2
4413,17074,2017/3/22,656,6,5,6,17,13,2017,7,大,大,大,大,偶,奇,偶,0,2,0,合,质,合,质,1
4414,17075,2017/3/23,900,9,0,0,9,8,2017,9,大,小,小,大,奇,偶,偶,0,0,0,合,他,他,合,9
4415,17076,2017/3/24,389,3,8,9,20,11,2017,0,小,大,大,小,奇,偶,奇,0,2,0,质,合,合,他,6
4416,17077,2017/3/25,634,6,3,4,13,7,2017,3,大,小,小,小,偶,奇,偶,0,0,1,合,质,合,质,3
4417,17078,2017/3/26,633,6,3,3,12,1,2017,2,大,小,小,小,偶,奇,奇,0,0,0,合,质,质,质,3
4418,17079,2017/3/27,485,4,8,5,17,5,2017,7,小,大,大,大,偶,偶,奇,1,2,2,合,合,质,质,4
4419,17080,2017/3/28,188,1,8,8,17,0,2017,7,小,大,大,大,奇,偶,偶,1,2,2,他,合,合,质,7
4420,17081,2017/3/29,210,2,1,0,3,14,2017,3,小,小,小,小,偶,奇,偶,2,1,0,质,他,他,质,2
4421,17082,2017/3/30,553,5,5,3,13,10,2017,3,大,大,小,小,奇,奇,奇,2,2,0,质,质,质,质,2
4422,17083,2017/3/31,564,5,6,4,15,2,2017,5,大,大,小,大,奇,偶,偶,2,0,1,质,合,合,质,2
4423,17084,2017/4/1,836,8,3,6,17,2,2017,7,大,小,大,大,偶,奇,偶,2,0,0,合,质,合,质,5
4424,17085,2017/4/2,722,7,2,2,11,6,2017,1,大,小,小,小,奇,偶,偶,1,2,2,质,质,质,他,5
4425,17086,2017/4/3,944,9,4,4,17,6,2017,7,大,小,小,大,奇,偶,偶,0,1,1,合,合,合,质,5
4426,17087,2017/4/4,237,2,3,7,12,5,2017,2,小,小,大,小,偶,奇,奇,2,0,1,质,质,质,质,5
4427,17088,2017/4/5,561,5,6,1,12,0,2017,2,大,大,小,小,奇,偶,奇,2,0,1,质,合,他,质,5
4428,17089,2017/4/6,389,3,8,9,20,8,2017,0,小,大,大,小,奇,偶,奇,0,2,0,质,合,合,他,6
4429,17090,2017/4/7,283,2,8,3,13,7,2017,3,小,大,小,小,偶,偶,奇,2,2,0,质,合,质,质,6
4430,17091,2017/4/8,676,6,7,6,19,6,2017,9,大,大,大,大,偶,奇,偶,0,1,0,合,质,合,合,1
4431,17092,2017/4/9,759,7,5,9,21,2,2017,1,大,大,大,小,奇,奇,奇,1,2,0,质,质,合,他,4
4432,17093,2017/4/10,580,5,8,0,13,8,2017,3,大,大,小,小,奇,偶,偶,2,2,0,质,合,他,质,8
4433,17094,2017/4/11,98,0,9,8,17,4,2017,7,小,大,大,大,偶,奇,偶,0,0,2,他,合,合,质,1
4434,17095,2017/4/12,323,3,2,3,8,9,2017,8,小,小,小,大,奇,偶,奇,0,2,0,质,质,质,合,1
4435,17096,2017/4/13,809,8,0,9,17,9,2017,7,大,小,大,大,偶,偶,奇,2,0,0,合,他,合,质,9
4436,17097,2017/4/14,806,8,0,6,14,3,2017,4,大,小,大,小,偶,偶,偶,2,0,0,合,他,合,合,8
4437,17098,2017/4/15,228,2,2,8,12,2,2017,2,小,小,大,小,偶,偶,偶,2,2,2,质,质,合,质,6
4438,17099,2017/4/16,996,9,9,6,24,12,2017,4,大,大,大,小,奇,奇,偶,0,0,0,合,合,合,合,3
4439,17100,2017/4/17,813,8,1,3,12,12,2017,2,大,小,小,小,偶,奇,奇,2,1,0,合,他,质,质,7
4440,17101,2017/4/18,390,3,9,0,12,0,2017,2,小,大,小,小,奇,奇,偶,0,0,0,质,合,他,质,9
4441,17102,2017/4/19,59,0,5,9,14,2,2017,4,小,大,大,小,偶,奇,奇,0,2,0,他,质,合,合,4
4442,17103,2017/4/20,44,0,4,4,8,6,2017,8,小,小,小,大,偶,偶,偶,0,1,1,他,合,合,合,0
4443,17104,2017/4/21,782,7,8,2,17,9,2017,7,大,大,小,大,奇,偶,偶,1,2,2,质,合,质,质,6
4444,17105,2017/4/22,846,8,4,6,18,1,2017,8,大,小,大,大,偶,偶,偶,2,1,0,合,合,合,合,4
4445,17106,2017/4/23,402,4,0,2,6,12,2017,6,小,小,小,大,偶,偶,偶,1,0,2,合,他,质,合,4
4446,17107,2017/4/24,951,9,5,1,15,9,2017,5,大,大,小,大,奇,奇,奇,0,2,1,合,质,他,质,8
4447,17108,2017/4/25,727,7,2,7,16,1,2017,6,大,小,大,大,奇,偶,奇,1,2,1,质,质,质,合,5
4448,17109,2017/4/26,30,0,3,0,3,13,2017,3,小,小,小,小,偶,奇,偶,0,0,0,他,质,他,质,3
4449,17110,2017/4/27,815,8,1,5,14,11,2017,4,大,小,大,小,偶,奇,奇,2,1,2,合,他,质,合,7
4450,17111,2017/4/28,658,6,5,8,19,5,2017,9,大,大,大,大,偶,奇,偶,0,2,2,合,质,合,合,3
4451,17112,2017/4/29,686,6,8,6,20,1,2017,0,大,大,大,小,偶,偶,偶,0,2,0,合,合,合,他,2
4452,17113,2017/4/30,157,1,5,7,13,7,2017,3,小,大,大,小,奇,奇,奇,1,2,1,他,质,质,质,6
4453,17114,2017/5/1,681,6,8,1,15,2,2017,5,大,大,小,大,偶,偶,奇,0,2,1,合,合,他,质,7
4454,17115,2017/5/2,567,5,6,7,18,3,2017,8,大,大,大,大,奇,偶,奇,2,0,1,质,合,质,合,2
4455,17116,2017/5/3,213,2,1,3,6,12,2017,6,小,小,小,大,偶,奇,奇,2,1,0,质,他,质,合,2
4456,17117,2017/5/4,299,2,9,9,20,14,2017,0,小,大,大,小,偶,奇,奇,2,0,0,质,合,合,他,7
4457,17118,2017/5/5,499,4,9,9,22,2,2017,2,小,大,大,小,偶,奇,奇,1,0,0,合,合,合,质,5
4458,17119,2017/5/6,522,5,2,2,9,13,2017,9,大,小,小,大,奇,偶,偶,2,2,2,质,质,质,合,3
4459,17120,2017/5/7,458,4,5,8,17,8,2017,7,小,大,大,大,偶,奇,偶,1,2,2,合,质,合,质,4
4460,17121,2017/5/8,54,0,5,4,9,8,2017,9,小,大,小,大,偶,奇,偶,0,2,1,他,质,合,合,1
4461,17122,2017/5/9,486,4,8,6,18,9,2017,8,小,大,大,大,偶,偶,偶,1,2,0,合,合,合,合,4
4462,17123,2017/5/10,492,4,9,2,15,3,2017,5,小,大,小,大,偶,奇,偶,1,0,2,合,合,质,质,7
4463,17124,2017/5/11,81,0,8,1,9,6,2017,9,小,大,小,大,偶,偶,奇,0,2,1,他,合,他,合,7
4464,17125,2017/5/12,255,2,5,5,12,3,2017,2,小,大,大,小,偶,奇,奇,2,2,2,质,质,质,质,3
4465,17126,2017/5/13,258,2,5,8,15,3,2017,5,小,大,大,大,偶,奇,偶,2,2,2,质,质,合,质,6
4466,17127,2017/5/14,739,7,3,9,19,4,2017,9,大,小,大,大,奇,奇,奇,1,0,0,质,质,合,合,6
4467,17128,2017/5/15,452,4,5,2,11,8,2017,1,小,大,小,小,偶,奇,偶,1,2,2,合,质,质,他,3
4468,17129,2017/5/16,365,3,6,5,14,3,2017,4,小,大,大,小,奇,偶,奇,0,0,2,质,合,质,合,3
4469,17130,2017/5/17,589,5,8,9,22,8,2017,2,大,大,大,小,奇,偶,奇,2,2,0,质,合,合,质,4
4470,17131,2017/5/18,919,9,1,9,19,3,2017,9,大,小,大,大,奇,奇,奇,0,1,0,合,他,合,合,8
4471,17132,2017/5/19,305,3,0,5,8,11,2017,8,小,小,大,大,奇,偶,奇,0,0,2,质,他,质,合,5
4472,17133,2017/5/20,166,1,6,6,13,5,2017,3,小,大,大,小,奇,偶,偶,1,0,0,他,合,合,质,5
4473,17134,2017/5/21,697,6,9,7,22,9,2017,2,大,大,大,小,偶,奇,奇,0,0,1,合,合,质,质,3
4474,17135,2017/5/22,525,5,2,5,12,10,2017,2,大,小,大,小,奇,偶,奇,2,2,2,质,质,质,质,3
4475,17136,2017/5/23,510,5,1,0,6,6,2017,6,大,小,小,大,奇,奇,偶,2,1,0,质,他,他,合,5
4476,17137,2017/5/24,122,1,2,2,5,1,2017,5,小,小,小,大,奇,偶,偶,1,2,2,他,质,质,质,1
4477,17138,2017/5/25,20,0,2,0,2,3,2017,2,小,小,小,小,偶,偶,偶,0,2,0,他,质,他,质,2
4478,17139,2017/5/26,360,3,6,0,9,7,2017,9,小,大,小,大,奇,偶,偶,0,0,0,质,合,他,合,6
4479,17140,2017/5/27,204,2,0,4,6,3,2017,6,小,小,小,大,偶,偶,偶,2,0,1,质,他,合,合,4
4480,17141,2017/5/28,604,6,0,4,10,4,2017,0,大,小,小,小,偶,偶,偶,0,0,1,合,他,合,他,6
4481,17142,2017/5/29,13,0,1,3,4,6,2017,4,小,小,小,小,偶,奇,奇,0,1,0,他,他,质,合,2
4482,17143,2017/5/30,177,1,7,7,15,11,2017,5,小,大,大,大,奇,奇,奇,1,1,1,他,质,质,质,6
4483,17144,2017/5/31,239,2,3,9,14,1,2017,4,小,小,大,小,偶,奇,奇,2,0,0,质,质,合,合,7
4484,17145,2017/6/1,591,5,9,1,15,1,2017,5,大,大,小,大,奇,奇,奇,2,0,1,质,合,他,质,8
4485,17146,2017/6/2,942,9,4,2,15,0,2017,5,大,小,小,大,奇,偶,偶,0,1,2,合,合,质,质,7
4486,17147,2017/6/3,331,3,3,1,7,8,2017,7,小,小,小,大,奇,奇,奇,0,0,1,质,质,他,质,2
4487,17148,2017/6/4,152,1,5,2,8,1,2017,8,小,大,小,大,奇,奇,偶,1,2,2,他,质,质,合,4
4488,17149,2017/6/5,987,9,8,7,24,16,2017,4,大,大,大,小,奇,偶,奇,0,2,1,合,合,质,合,2
4489,17150,2017/6/6,529,5,2,9,16,8,2017,6,大,小,大,大,奇,偶,奇,2,2,0,质,质,合,合,7
4490,17151,2017/6/7,78,0,7,8,15,1,2017,5,小,大,大,大,偶,奇,偶,0,1,2,他,质,合,质,1
4491,17152,2017/6/8,802,8,0,2,10,5,2017,0,大,小,小,小,偶,偶,偶,2,0,2,合,他,质,他,8
4492,17153,2017/6/9,885,8,8,5,21,11,2017,1,大,大,大,小,偶,偶,奇,2,2,2,合,合,质,他,3
4493,17154,2017/6/10,215,2,1,5,8,13,2017,8,小,小,大,大,偶,奇,奇,2,1,2,质,他,质,合,4
4494,17155,2017/6/11,4,0,0,4,4,4,2017,4,小,小,小,小,偶,偶,偶,0,0,1,他,他,合,合,0
4495,17156,2017/6/12,7,0,0,7,7,3,2017,7,小,小,大,大,偶,偶,奇,0,0,1,他,他,质,质,0
4496,17157,2017/6/13,818,8,1,8,17,10,2017,7,大,小,大,大,偶,奇,偶,2,1,2,合,他,合,质,7
4497,17158,2017/6/14,83,0,8,3,11,6,2017,1,小,大,小,小,偶,偶,奇,0,2,0,他,合,质,他,5
4498,17159,2017/6/15,123,1,2,3,6,5,2017,6,小,小,小,大,奇,偶,奇,1,2,0,他,质,质,合,2
4499,17160,2017/6/16,946,9,4,6,19,13,2017,9,大,小,大,大,奇,偶,偶,0,1,0,合,合,合,合,5
4500,17161,2017/6/17,830,8,3,0,11,8,2017,1,大,小,小,小,偶,奇,偶,2,0,0,合,质,他,他,8
4501,17162,2017/6/18,814,8,1,4,13,2,2017,3,大,小,小,小,偶,奇,偶,2,1,1,合,他,合,质,7
4502,17163,2017/6/19,759,7,5,9,21,8,2017,1,大,大,大,小,奇,奇,奇,1,2,0,质,质,合,他,4
4503,17164,2017/6/20,447,4,4,7,15,6,2017,5,小,小,大,大,偶,偶,奇,1,1,1,合,合,质,质,3
4504,17165,2017/6/21,330,3,3,0,6,9,2017,6,小,小,小,大,奇,奇,偶,0,0,0,质,质,他,合,3
4505,17166,2017/6/22,644,6,4,4,14,8,2017,4,大,小,小,小,偶,偶,偶,0,1,1,合,合,合,合,2
4506,17167,2017/6/23,795,7,9,5,21,7,2017,1,大,大,大,小,奇,奇,奇,1,0,2,质,合,质,他,4
4507,17168,2017/6/24,175,1,7,5,13,8,2017,3,小,大,大,小,奇,奇,奇,1,1,2,他,质,质,质,6
4508,17169,2017/6/25,644,6,4,4,14,1,2017,4,大,小,小,小,偶,偶,偶,0,1,1,合,合,合,合,2
4509,17170,2017/6/26,544,5,4,4,13,1,2017,3,大,小,小,小,奇,偶,偶,2,1,1,质,合,合,质,1
4510,17171,2017/6/27,190,1,9,0,10,3,2017,0,小,大,小,小,奇,奇,偶,1,0,0,他,合,他,他,9
4511,17172,2017/6/28,496,4,9,6,19,9,2017,9,小,大,大,大,偶,奇,偶,1,0,0,合,合,合,合,5
4512,17173,2017/6/29,712,7,1,2,10,9,2017,0,大,小,小,小,奇,奇,偶,1,1,2,质,他,质,他,6
4513,17174,2017/6/30,960,9,6,0,15,5,2017,5,大,大,小,大,奇,偶,偶,0,0,0,合,合,他,质,9
4514,17175,2017/7/1,376,3,7,6,16,1,2017,6,小,大,大,大,奇,奇,偶,0,1,0,质,质,合,合,4
4515,17176,2017/7/2,602,6,0,2,8,8,2017,8,大,小,小,大,偶,偶,偶,0,0,2,合,他,质,合,6
4516,17177,2017/7/3,670,6,7,0,13,5,2017,3,大,大,小,小,偶,奇,偶,0,1,0,合,质,他,质,7
4517,17178,2017/7/4,303,3,0,3,6,7,2017,6,小,小,小,大,奇,偶,奇,0,0,0,质,他,质,合,3
4518,17179,2017/7/5,66,0,6,6,12,6,2017,2,小,大,大,小,偶,偶,偶,0,0,0,他,合,合,质,0
4519,17180,2017/7/6,586,5,8,6,19,7,2017,9,大,大,大,大,奇,偶,偶,2,2,0,质,合,合,合,3
4520,17181,2017/7/7,484,4,8,4,16,3,2017,6,小,大,小,大,偶,偶,偶,1,2,1,合,合,合,合,4
4521,17182,2017/7/8,975,9,7,5,21,5,2017,1,大,大,大,小,奇,奇,奇,0,1,2,合,质,质,他,4
4522,17183,2017/7/9,409,4,0,9,13,8,2017,3,小,小,大,小,偶,偶,奇,1,0,0,合,他,合,质,9
4523,17184,2017/7/10,129,1,2,9,12,1,2017,2,小,小,大,小,奇,偶,奇,1,2,0,他,质,合,质,8
4524,17185,2017/7/11,370,3,7,0,10,2,2017,0,小,大,小,小,奇,奇,偶,0,1,0,质,质,他,他,7
4525,17186,2017/7/12,967,9,6,7,22,12,2017,2,大,大,大,小,奇,偶,奇,0,0,1,合,合,质,质,3
4526,17187,2017/7/13,831,8,3,1,12,10,2017,2,大,小,小,小,偶,奇,奇,2,0,1,合,质,他,质,7
4527,17188,2017/7/14,209,2,0,9,11,1,2017,1,小,小,大,小,偶,偶,奇,2,0,0,质,他,合,他,9
4528,17189,2017/7/15,960,9,6,0,15,4,2017,5,大,大,小,大,奇,偶,偶,0,0,0,合,合,他,质,9
4529,17190,2017/7/16,446,4,4,6,14,1,2017,4,小,小,大,小,偶,偶,偶,1,1,0,合,合,合,合,2
4530,17191,2017/7/17,978,9,7,8,24,10,2017,4,大,大,大,小,奇,奇,偶,0,1,2,合,质,合,合,2
4531,17192,2017/7/18,279,2,7,9,18,6,2017,8,小,大,大,大,偶,奇,奇,2,1,0,质,质,合,合,7
4532,17193,2017/7/19,880,8,8,0,16,2,2017,6,大,大,小,大,偶,偶,偶,2,2,0,合,合,他,合,8
4533,17194,2017/7/20,625,6,2,5,13,3,2017,3,大,小,大,小,偶,偶,奇,0,2,2,合,质,质,质,4
4534,17195,2017/7/21,319,3,1,9,13,0,2017,3,小,小,大,小,奇,奇,奇,0,1,0,质,他,合,质,8
4535,17196,2017/7/22,436,4,3,6,13,0,2017,3,小,小,大,小,偶,奇,偶,1,0,0,合,质,合,质,3
4536,17197,2017/7/23,594,5,9,4,18,5,2017,8,大,大,小,大,奇,奇,偶,2,0,1,质,合,合,合,5
4537,17198,2017/7/24,754,7,5,4,16,2,2017,6,大,大,小,大,奇,奇,偶,1,2,1,质,质,合,合,3
4538,17199,2017/7/25,330,3,3,0,6,10,2017,6,小,小,小,大,奇,奇,偶,0,0,0,质,质,他,合,3
4539,17200,2017/7/26,935,9,3,5,17,11,2017,7,大,小,大,大,奇,奇,奇,0,0,2,合,质,质,质,6
4540,17201,2017/7/27,445,4,4,5,13,4,2017,3,小,小,大,小,偶,偶,奇,1,1,2,合,合,质,质,1
4541,17202,2017/7/28,461,4,6,1,11,2,2017,1,小,大,小,小,偶,偶,奇,1,0,1,合,合,他,他,5
4542,17203,2017/7/29,243,2,4,3,9,2,2017,9,小,小,小,大,偶,偶,奇,2,1,0,质,合,质,合,2
4543,17204,2017/7/30,232,2,3,2,7,2,2017,7,小,小,小,大,偶,奇,偶,2,0,2,质,质,质,质,1
4544,17205,2017/7/31,649,6,4,9,19,12,2017,9,大,小,大,大,偶,偶,奇,0,1,0,合,合,合,合,5
4545,17206,2017/8/1,375,3,7,5,15,4,2017,5,小,大,大,大,奇,奇,奇,0,1,2,质,质,质,质,4
4546,17207,2017/8/2,697,6,9,7,22,7,2017,2,大,大,大,小,偶,奇,奇,0,0,1,合,合,质,质,3
4547,17208,2017/8/3,108,1,0,8,9,13,2017,9,小,小,大,大,奇,偶,偶,1,0,2,他,他,合,合,8
4548,17209,2017/8/4,391,3,9,1,13,4,2017,3,小,大,小,小,奇,奇,奇,0,0,1,质,合,他,质,8
4549,17210,2017/8/5,911,9,1,1,11,2,2017,1,大,小,小,小,奇,奇,奇,0,1,1,合,他,他,他,8
4550,17211,2017/8/6,116,1,1,6,8,3,2017,8,小,小,大,大,奇,奇,偶,1,1,0,他,他,合,合,5
4551,17212,2017/8/7,2,0,0,2,2,6,2017,2,小,小,小,小,偶,偶,偶,0,0,2,他,他,质,质,0
4552,17213,2017/8/8,727,7,2,7,16,14,2017,6,大,小,大,大,奇,偶,奇,1,2,1,质,质,质,合,5
4553,17214,2017/8/9,423,4,2,3,9,7,2017,9,小,小,小,大,偶,偶,奇,1,2,0,合,质,质,合,2
4554,17215,2017/8/10,212,2,1,2,5,4,2017,5,小,小,小,大,偶,奇,偶,2,1,2,质,他,质,质,1
4555,17216,2017/8/11,871,8,7,1,16,11,2017,6,大,大,小,大,偶,奇,奇,2,1,1,合,质,他,合,7
4556,17217,2017/8/12,796,7,9,6,22,6,2017,2,大,大,大,小,奇,奇,偶,1,0,0,质,合,合,质,3
4557,17218,2017/8/13,573,5,7,3,15,7,2017,5,大,大,小,大,奇,奇,奇,2,1,0,质,质,质,质,4
4558,17219,2017/8/14,493,4,9,3,16,1,2017,6,小,大,小,大,偶,奇,奇,1,0,0,合,合,质,合,6
4559,17220,2017/8/15,643,6,4,3,13,3,2017,3,大,小,小,小,偶,偶,奇,0,1,0,合,合,质,质,3
4560,17221,2017/8/16,447,4,4,7,15,2,2017,5,小,小,大,大,偶,偶,奇,1,1,1,合,合,质,质,3
4561,17222,2017/8/17,707,7,0,7,14,1,2017,4,大,小,大,小,奇,偶,奇,1,0,1,质,他,质,合,7
4562,17223,2017/8/18,496,4,9,6,19,5,2017,9,小,大,大,大,偶,奇,偶,1,0,0,合,合,合,合,5
4563,17224,2017/8/19,634,6,3,4,13,6,2017,3,大,小,小,小,偶,奇,偶,0,0,1,合,质,合,质,3
4564,17225,2017/8/20,488,4,8,8,20,7,2017,0,小,大,大,小,偶,偶,偶,1,2,2,合,合,合,他,4
4565,17226,2017/8/21,335,3,3,5,11,9,2017,1,小,小,大,小,奇,奇,奇,0,0,2,质,质,质,他,2
4566,17227,2017/8/22,247,2,4,7,13,2,2017,3,小,小,大,小,偶,偶,奇,2,1,1,质,合,质,质,5
4567,17228,2017/8/23,389,3,8,9,20,7,2017,0,小,大,大,小,奇,偶,奇,0,2,0,质,合,合,他,6
4568,17229,2017/8/24,487,4,8,7,19,1,2017,9,小,大,大,大,偶,偶,奇,1,2,1,合,合,质,合,4
4569,17230,2017/8/25,674,6,7,4,17,2,2017,7,大,大,小,大,偶,奇,偶,0,1,1,合,质,合,质,3
4570,17231,2017/8/26,420,4,2,0,6,11,2017,6,小,小,小,大,偶,偶,偶,1,2,0,合,质,他,合,4
4571,17232,2017/8/27,844,8,4,4,16,10,2017,6,大,小,小,大,偶,偶,偶,2,1,1,合,合,合,合,4
4572,17233,2017/8/28,187,1,8,7,16,0,2017,6,小,大,大,大,奇,偶,奇,1,2,1,他,合,质,合,7
4573,17234,2017/8/29,466,4,6,6,16,0,2017,6,小,大,大,大,偶,偶,偶,1,0,0,合,合,合,合,2
4574,17235,2017/8/30,156,1,5,6,12,4,2017,2,小,大,大,小,奇,奇,偶,1,2,0,他,质,合,质,5
4575,17236,2017/8/31,515,5,1,5,11,1,2017,1,大,小,大,小,奇,奇,奇,2,1,2,质,他,质,他,4
4576,17237,2017/9/1,210,2,1,0,3,8,2017,3,小,小,小,小,偶,奇,偶,2,1,0,质,他,他,质,2
4577,17238,2017/9/2,921,9,2,1,12,9,2017,2,大,小,小,小,奇,偶,奇,0,2,1,合,质,他,质,8
4578,17239,2017/9/3,605,6,0,5,11,1,2017,1,大,小,大,小,偶,偶,奇,0,0,2,合,他,质,他,6
4579,17240,2017/9/4,517,5,1,7,13,2,2017,3,大,小,大,小,奇,奇,奇,2,1,1,质,他,质,质,6
4580,17241,2017/9/5,939,9,3,9,21,8,2017,1,大,小,大,小,奇,奇,奇,0,0,0,合,质,合,他,6
4581,17242,2017/9/6,893,8,9,3,20,1,2017,0,大,大,小,小,偶,奇,奇,2,0,0,合,合,质,他,6
4582,17243,2017/9/7,335,3,3,5,11,9,2017,1,小,小,大,小,奇,奇,奇,0,0,2,质,质,质,他,2
4583,17244,2017/9/8,832,8,3,2,13,2,2017,3,大,小,小,小,偶,奇,偶,2,0,2,合,质,质,质,6
4584,17245,2017/9/9,623,6,2,3,11,2,2017,1,大,小,小,小,偶,偶,奇,0,2,0,合,质,质,他,4
4585,17246,2017/9/10,111,1,1,1,3,8,2017,3,小,小,小,小,奇,奇,奇,1,1,1,他,他,他,质,0
4586,17247,2017/9/11,945,9,4,5,18,15,2017,8,大,小,大,大,奇,偶,奇,0,1,2,合,合,质,合,5
4587,17248,2017/9/12,849,8,4,9,21,3,2017,1,大,小,大,小,偶,偶,奇,2,1,0,合,合,合,他,5
4588,17249,2017/9/13,361,3,6,1,10,11,2017,0,小,大,小,小,奇,偶,奇,0,0,1,质,合,他,他,5
4589,17250,2017/9/14,856,8,5,6,19,9,2017,9,大,大,大,大,偶,奇,偶,2,2,0,合,质,合,合,3
4590,17251,2017/9/15,151,1,5,1,7,12,2017,7,小,大,小,大,奇,奇,奇,1,2,1,他,质,他,质,4
4591,17252,2017/9/16,178,1,7,8,16,9,2017,6,小,大,大,大,奇,奇,偶,1,1,2,他,质,合,合,7
4592,17253,2017/9/17,778,7,7,8,22,6,2017,2,大,大,大,小,奇,奇,偶,1,1,2,质,质,合,质,1
4593,17254,2017/9/18,915,9,1,5,15,7,2017,5,大,小,大,大,奇,奇,奇,0,1,2,合,他,质,质,8
4594,17255,2017/9/19,948,9,4,8,21,6,2017,1,大,小,大,小,奇,偶,偶,0,1,2,合,合,合,他,5
4595,17256,2017/9/20,132,1,3,2,6,15,2017,6,小,小,小,大,奇,奇,偶,1,0,2,他,质,质,合,2
4596,17257,2017/9/21,223,2,2,3,7,1,2017,7,小,小,小,大,偶,偶,奇,2,2,0,质,质,质,质,1
4597,17258,2017/9/22,871,8,7,1,16,9,2017,6,大,大,小,大,偶,奇,奇,2,1,1,合,质,他,合,7
4598,17259,2017/9/23,487,4,8,7,19,3,2017,9,小,大,大,大,偶,偶,奇,1,2,1,合,合,质,合,4
4599,17260,2017/9/24,929,9,2,9,20,1,2017,0,大,小,大,小,奇,偶,奇,0,2,0,合,质,合,他,7
4600,17261,2017/9/25,635,6,3,5,14,6,2017,4,大,小,大,小,偶,奇,奇,0,0,2,合,质,质,合,3
4601,17262,2017/9/26,391,3,9,1,13,1,2017,3,小,大,小,小,奇,奇,奇,0,0,1,质,合,他,质,8
4602,17263,2017/9/27,335,3,3,5,11,2,2017,1,小,小,大,小,奇,奇,奇,0,0,2,质,质,质,他,2
4603,17264,2017/9/28,680,6,8,0,14,3,2017,4,大,大,小,小,偶,偶,偶,0,2,0,合,合,他,合,8
4604,17265,2017/9/29,309,3,0,9,12,2,2017,2,小,小,大,小,奇,偶,奇,0,0,0,质,他,合,质,9
4605,17266,2017/9/30,151,1,5,1,7,5,2017,7,小,大,小,大,奇,奇,奇,1,2,1,他,质,他,质,4
4606,17267,2017/10/1,714,7,1,4,12,5,2017,2,大,小,小,小,奇,奇,偶,1,1,1,质,他,合,质,6
4607,17268,2017/10/2,317,3,1,7,11,1,2017,1,小,小,大,小,奇,奇,奇,0,1,1,质,他,质,他,6
4608,17269,2017/10/3,45,0,4,5,9,2,2017,9,小,小,大,大,偶,偶,奇,0,1,2,他,合,质,合,1
4609,17270,2017/10/4,141,1,4,1,6,3,2017,6,小,小,小,大,奇,偶,奇,1,1,1,他,合,他,合,3
4610,17271,2017/10/5,550,5,5,0,10,4,2017,0,大,大,小,小,奇,奇,偶,2,2,0,质,质,他,他,5
4611,17272,2017/10/6,921,9,2,1,12,2,2017,2,大,小,小,小,奇,偶,奇,0,2,1,合,质,他,质,8
4612,17273,2017/10/7,380,3,8,0,11,1,2017,1,小,大,小,小,奇,偶,偶,0,2,0,质,合,他,他,8
4613,17274,2017/10/8,946,9,4,6,19,8,2017,9,大,小,大,大,奇,偶,偶,0,1,0,合,合,合,合,5
4614,17275,2017/10/9,965,9,6,5,20,1,2017,0,大,大,大,小,奇,偶,奇,0,0,2,合,合,质,他,4
4615,17276,2017/10/10,93,0,9,3,12,8,2017,2,小,大,小,小,偶,奇,奇,0,0,0,他,合,质,质,6
4616,17277,2017/10/11,76,0,7,6,13,1,2017,3,小,大,大,小,偶,奇,偶,0,1,0,他,质,合,质,1
4617,17278,2017/10/12,57,0,5,7,12,1,2017,2,小,大,大,小,偶,奇,奇,0,2,1,他,质,质,质,2
4618,17279,2017/10/13,262,2,6,2,10,2,2017,0,小,大,小,小,偶,偶,偶,2,0,2,质,合,质,他,4
4619,17280,2017/10/14,797,7,9,7,23,13,2017,3,大,大,大,小,奇,奇,奇,1,0,1,质,合,质,质,2
4620,17281,2017/10/15,808,8,0,8,16,7,2017,6,大,小,大,大,偶,偶,偶,2,0,2,合,他,合,合,8
4621,17282,2017/10/16,302,3,0,2,5,11,2017,5,小,小,小,大,奇,偶,偶,0,0,2,质,他,质,质,3
4622,17283,2017/10/17,154,1,5,4,10,5,2017,0,小,大,小,小,奇,奇,偶,1,2,1,他,质,合,他,4
4623,17284,2017/10/18,618,6,1,8,15,5,2017,5,大,小,大,大,偶,奇,偶,0,1,2,合,他,合,质,7
4624,17285,2017/10/19,977,9,7,7,23,8,2017,3,大,大,大,小,奇,奇,奇,0,1,1,合,质,质,质,2
4625,17286,2017/10/20,481,4,8,1,13,10,2017,3,小,大,小,小,偶,偶,奇,1,2,1,合,合,他,质,7
4626,17287,2017/10/21,94,0,9,4,13,0,2017,3,小,大,小,小,偶,奇,偶,0,0,1,他,合,合,质,5
4627,17288,2017/10/22,756,7,5,6,18,5,2017,8,大,大,大,大,奇,奇,偶,1,2,0,质,质,合,合,2
4628,17289,2017/10/23,744,7,4,4,15,3,2017,5,大,小,小,大,奇,偶,偶,1,1,1,质,合,合,质,3
4629,17290,2017/10/24,423,4,2,3,9,6,2017,9,小,小,小,大,偶,偶,奇,1,2,0,合,质,质,合,2
4630,17291,2017/10/25,694,6,9,4,19,10,2017,9,大,大,小,大,偶,奇,偶,0,0,1,合,合,合,合,5
